id,userid,published,last_updated,location,installer_name,installer_url,url,share,hp_model,hp_type,hp_output,refrigerant,dhw_method,cylinder_volume,dhw_coil_hex_area,new_radiators,old_radiators,fan_coil_radiators,UFH,hydraulic_separation,flow_temp,flow_temp_typical,wc_curve,freeze,zone_number,space_heat_control_type,dhw_control_type,dhw_target_temperature,legionella_frequency,legionella_target_temperature,property,floor_area,heat_demand,heat_loss,age,insulation,electricity_tariff,electricity_tariff_type,electricity_tariff_unit_rate_all,electricity_tariff_unit_rate_hp,solar_pv_generation,solar_pv_self_consumption,solar_pv_divert,battery_storage_capacity,electric_meter,heat_meter,metering_inc_boost,metering_inc_central_heating_pumps,metering_inc_brine_pumps,metering_inc_controls,notes,mid_metering,kwh_m2,design_temp,water_heat_demand,EPC_spaceheat_demand,EPC_waterheat_demand,heatgeek,indoor_temperature,betateach,emoncmsorg_userid,installer_logo,ultimaterenewables,heatingacademy,youtube,data_flag,data_flag_note,hp_max_output,measured_base_DT,measured_design_DT,measured_heat_loss,measured_heat_loss_range,hp_max_output_test,volumiser,legionella_immersion,metering_inc_immersion,uses_backup_heater,metering_inc_secondary_heating_pumps,weighted_average_flow_minus_outside,measured_mean_flow_temp_coldest_day,measured_max_flow_temp_coldest_day,measured_outside_temp_coldest_day,measured_emitter_spec,measured_system_volume,weighted_average_ideal_carnot,weighted_flow_temp,latitude,longitude,stats.id,stats.timestamp,stats.combined_elec_kwh,stats.combined_heat_kwh,stats.combined_cop,stats.combined_data_length,stats.combined_elec_mean,stats.combined_heat_mean,stats.combined_flowT_mean,stats.combined_returnT_mean,stats.combined_outsideT_mean,stats.combined_roomT_mean,stats.combined_prc_carnot,stats.running_elec_kwh,stats.running_heat_kwh,stats.running_cop,stats.running_data_length,stats.running_elec_mean,stats.running_heat_mean,stats.running_flowT_mean,stats.running_returnT_mean,stats.running_outsideT_mean,stats.running_roomT_mean,stats.running_prc_carnot,stats.space_elec_kwh,stats.space_heat_kwh,stats.space_cop,stats.space_data_length,stats.space_elec_mean,stats.space_heat_mean,stats.space_flowT_mean,stats.space_returnT_mean,stats.space_outsideT_mean,stats.space_roomT_mean,stats.space_prc_carnot,stats.water_elec_kwh,stats.water_heat_kwh,stats.water_cop,stats.water_data_length,stats.water_elec_mean,stats.water_heat_mean,stats.water_flowT_mean,stats.water_returnT_mean,stats.water_outsideT_mean,stats.water_roomT_mean,stats.water_prc_carnot,stats.cooling_elec_kwh,stats.cooling_heat_kwh,stats.cooling_cop,stats.cooling_data_length,stats.cooling_elec_mean,stats.cooling_heat_mean,stats.cooling_flowT_mean,stats.cooling_returnT_mean,stats.cooling_outsideT_mean,stats.cooling_roomT_mean,stats.cooling_prc_carnot,stats.combined_cooling_kwh,stats.combined_starts,stats.combined_starts_per_hour,stats.from_energy_feeds_elec_kwh,stats.from_energy_feeds_heat_kwh,stats.from_energy_feeds_cop,stats.quality_elec,stats.quality_heat,stats.quality_flowT,stats.quality_returnT,stats.quality_outsideT,stats.quality_roomT,stats.error_air,stats.error_air_kwh,stats.unit_rate_agile,stats.unit_rate_cosy,stats.unit_rate_go
427,450,1,1729597380,North Wales,Self-Install,,https://emoncms.org/app/view?name=MyHeatpump&readkey=43152feb1da167ec482ab6f57be54c03,1,Samsung Gen 6,Air Source,12.0,R32,None,0,0.0,0,0,0,1,None,45.0,,0.0,Not applicable,1,,,0.0,,0,Detached,300.0,26727,11.4,1983 to 2011,Some insulation in walls and loft,,,,,7540,51,0,28,SDM120 Modbus/MBUS Single Phase (class 1),Axioma Qalcosonic heat meter (class 2),0,1,0,1,Experimental system... work in progress :),1,,-2.7,0,,,0,1,,0,,0,0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,53.21735395,-4.1875605,427,False,1930.21,7062.04,3.6586899870998493,6780000,1244.04,4416.67,32.9063,29.8179,7.82378,20.989799999999995,46.3916,1925.05,7056.39,3.665561933456274,3654430,2008.18,7227.25,37.629799999999996,32.9235,7.79801,20.7839,46.3739,1925.05,7056.39,3.665561933456274,3654430,2008.18,7227.25,37.629799999999996,32.9235,7.79801,20.7839,46.3739,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,93.717,142,0.07539823008849558,1944.12,7221.0,3.7142768964878714,94.5449,94.6332,94.6332,94.6332,99.9498,95.618,2000,0.512251,0.0,0.0,0.0
428,451,1,1729597575,Buckinghamshire,Tom Sullivan,https://active-renewables.co.uk/,https://emoncms.org/app/view?name=MyHeatpump&readkey=de3f9bad21baa3bc35c9386a9d4a111a,1,Vaillant Arotherm+,Air Source,3.5,R290,Cylinder with plate heat exchanger,210,0.0,1,0,0,0,None,40.0,,0.4,Anti-freeze valves,1,"Pure weather compensation, no room influence",Twice daily scheduled heat up of tank,45.0,Disabled,0,Mid-terrace,110.0,6746,3.4,2012 or newer,"Fully insulated walls, floors and loft",,,,,2049,100,1,20,SDM120 Modbus/MBUS Single Phase (class 1),Sontex heat meter (class 2),0,1,0,1,,1,,-2.0,3057,,,1,1,,0,active-renewables.png,0,0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,51.840894,-0.8998073587480795,428,False,627.454,2849.84,4.5419106420550355,6750160,383.549,1690.41,28.567799999999995,26.930900000000005,7.14882,20.8637,48.7107,612.908,2810.22,4.5850600742688945,3972940,557.116,2558.45,30.258199999999995,27.816899999999997,6.981349999999999,20.8475,48.1399,508.529,2471.06,4.859231233616962,3576150,513.379,2497.28,29.1788,26.7196,6.79228,20.8188,49.1589,104.379,339.156,3.2492742793090565,396790,942.415,3146.26,39.5095,37.1935,8.42431,21.094,42.1138,0.0,0.0,,0,,,,,,,,28.632,843,0.4495893430674236,628.316,2882.0,4.586863934708013,98.8953,98.895,98.895,98.895,95.1427,98.6957,0,0.0,0.0,0.0,0.0
429,173,1,1729855100,"Elgin, Moray",Tony Lake,,https://emoncms.org/app/view?name=MyHeatpump&readkey=8858622a1beb659a5318c921e17c16a2,1,Panasonic Aquarea L,Air Source,9.0,R290,Cylinder with coil,290,3.0,1,0,0,1,None,32.0,,0.0,Anti-freeze valves,1,"Pure weather compensation, no room influence",Daily scheduled heat up of tank,45.0,Weekly,60,Detached,354.0,18057,6.66,2012 or newer,"Fully insulated walls, floors and loft",,,,,0,0,0,0,SDM120 Modbus/MBUS Single Phase (class 1),Axioma Qalcosonic heat meter (class 2),1,1,0,1,~7kW ASHP output at design temperature,1,,-4.5,7457,,,0,1,,0,,0,0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,57.6487891,-3.3148459,429,False,2516.58,9140.87,3.6322588592454843,6206800,1649.13,5647.06,30.8853,26.9034,4.97658,20.3559,49.0782,2515.03,9199.22,3.657697920104332,5950010,1684.76,5855.67,30.9528,26.8814,4.87973,20.3574,49.4529,2457.05,9181.79,3.73691622067113,5793120,1715.56,6099.68,30.5601,26.3581,4.81481,20.3699,49.8614,57.9746,17.431,0.30066615379838757,156890,3912.3100000000004,48444.9,10.3297,-25.8324,43.296,12.0784,119.991,0.0,0.0,,0,,,,,,,,556.557,675,0.3915060900947348,2625.93,10030.0,3.8195991515386933,94.5242,96.1502,96.1502,96.1502,99.9452,95.1201,990,0.481562,0.0,0.0,0.0
431,356,1,1730646053,"Abermule, Powys",Josh Stead,https://www.instagram.com/jtsteadheating/?hl=en-gb,https://emoncms.org/app/view?name=MyHeatpump&readkey=d25022ec8ccdbe82da4270ad7281a7cd,1,Vaillant Arotherm+,Air Source,5.0,R290,Cylinder with plate heat exchanger,170,0.0,0,0,0,1,None,45.0,,0.2,Anti-freeze valves,1,"Pure weather compensation, no room influence",Daily scheduled heat up of tank,55.0,Disabled,70,Bungalow,170.0,14,6.5,1983 to 2011,Some insulation in walls and loft,,,,,8,75,0,30,SDM120 Modbus/MBUS Single Phase (class 1),Axioma Qalcosonic heat meter (class 2),0,1,0,1,Retrofit onto existing UFH system with assumed 200mm centres and existing 170l unvented cylinder.,1,,-4.0,4,,,0,1,,0,instagram.png,0,0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,52.5453049,-3.2342091,431,False,1027.45,5099.91,4.963657598909922,7538920,588.055,2730.22,27.269000000000002,24.5387,8.04423,19.7519,49.4914,1019.95,5078.31,4.978979361733418,6086470,649.264,3088.27,27.9094,24.8174,7.88849,19.7216,49.3282,901.588,4725.32,5.2411079118178145,5670520,626.882,3103.43,26.6404,23.4475,7.8699,19.7037,49.9878,114.088,326.591,2.8626235888086393,383400,1074.61,3120.03,46.8136,45.0029,7.889989999999999,19.9036,42.0242,0.0,0.0,,0,,,,,,,,78.613,589,0.2812604457932966,1090.71,5543.0,5.0820108003043885,93.8241,93.9471,93.9471,93.9471,99.9552,93.8311,0,0.0,0.0,0.0,0.0
433,455,1,1736156188,North London,self-install,,https://emoncms.org/app/view?name=MyHeatpump&readkey=1b00410c57d5df343ede7c09e6aab34f,1,Vaillant Arotherm+,Air Source,5.0,,Cylinder with coil,300,0.0,1,1,0,0,None,35.0,,0.4,Anti-freeze valves,1,,Twice daily scheduled heat up of tank,47.0,Disabled,0,Semi-detached,180.0,12000,4.962,1900 to 1939,Solid walls,,,,,6000,0,0,14,SDM120 Modbus/MBUS Single Phase (class 1),Axioma Qalcosonic heat meter (class 2),0,1,0,1,,1,,-3.0,5000,,,0,1,,0,,0,0,,0,,6.8,1.4,23.0,6.49,0.5,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,22381.0,0,0.0,0.0,51.618338949999995,-0.044149855791950215,433,False,1174.53,5273.36,4.489761862191685,6625650,754.243,3247.5799999999995,30.9165,27.814400000000003,7.79718,19.7318,49.8061,1168.7,5246.37,4.489064772824506,5337940,832.0800000000002,3629.66,31.9448,28.4949,7.737749999999999,19.7206,49.5628,975.294,4512.2,4.626502367491239,4542620,825.001,3680.98,30.911999999999995,27.3216,7.23772,19.709,50.3897,130.245,425.626,3.2678874428960802,429420,1138.89,3680.97,43.1767,40.6177,9.27657,19.576599999999996,43.9074,0.0,0.0,,0,,,,,,,,63.109,459,0.2493943990400942,1189.15,5405.0,4.5452634234537275,97.0969,97.4634,97.4634,97.4634,99.9473,97.538,2310,1.04058,0.0,0.0,0.0
436,456,1,1732386519,"Aarlanderveen, Netherlands",Self-install,,https://emoncms.org/app/view?name=MyHeatpump&readkey=6eec18d842ea1c8e03d98dc0839f9438,1,Itho Daalderop Amber 65,Air Source,6.5,R290,Cylinder with plate heat exchanger,150,0.0,0,1,0,0,None,45.0,,0.0,Anti-freeze valves,1,Weather compensation with simple set point control,Daily scheduled heat up of tank,45.0,No cylinder,0,End-terrace,120.0,0,5.0,1900 to 1939,Some insulation in walls and loft,,,,,0,0,0,0,Other Modbus/MBUS meter (class 1),Kamstrup heat meter (class 2),0,1,0,1,,1,,0.0,0,,,0,1,,0,,0,0,,0,,6.5,4.0,23.0,0.0,0.5,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,52.1413596,4.7285521,436,False,368.244,1560.74,4.238331106548919,3906300,357.932,1504.67,28.6644,27.8395,5.61609,19.8955,49.44509999999999,345.814,1467.11,4.242482953263893,1989230,626.065,2662.15,30.6466,28.9305,5.29258,19.8851,46.4873,265.986,1191.31,4.478844751227508,1724920,554.685,2489.86,29.8577,28.274300000000004,5.10479,19.8856,47.7398,79.8292,275.794,3.4548010001352885,264310,1105.39,3810.6,35.7684,33.1647,6.2859,19.8799,41.941,0.0,0.0,,0,,,,,,,,8.719,580,0.534521158129176,369.54,1573.0,4.256643394490447,98.2865,98.2865,98.2865,98.2865,98.2858,98.2858,0,0.0,0.0,0.0,0.0
439,361,1,1730406207,"Ruddington,Nottingham",Octopus Energy Services,https://octopus.energy/get-a-heat-pump,https://emoncms.org/app/view?name=Heatpump1&readkey=115a349710c1a7f8cc5ff3319f461d1b,1,Daikin Altherma 3,Air Source,9.0,R32,Cylinder with coil,250,1.8,1,1,0,0,None,45.0,,0.0,Anti-freeze valves,1,Weather compensation with a little room influence,Daily scheduled heat up of tank,46.0,Disabled,0,Detached,114.0,10842,7.3,1940 to 1982,Some insulation in walls and loft,,,,,3300,95,0,25,SDM120 Modbus/MBUS Single Phase (class 1),Axioma Qalcosonic heat meter (class 2),0,1,0,1,,1,,-3.0,2279,,,0,1,,0,octopus.png,0,0,,1,,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,52.920458749999995,-1.1587898992205146,439,False,1204.86,4186.77,3.474901648324287,12982800,542.408,1954.6,29.7422,26.1829,7.42395,19.2655,43.8219,1148.42,4158.87,3.6213841625886,4061440,1048.53,3841.07,34.3419,30.4362,7.41114,19.3206,43.696,977.651,3823.48,3.9108843544373197,3791990,959.821,3785.14,33.621,29.6755,7.15761,19.3033,45.7282,170.774,335.391,1.9639465023949783,269450,2377.45,5201.07,44.9703,41.4246,10.3348,19.5376,30.3484,0.0,0.0,,0,,,,,,,,114.604,1665,0.4616877715130788,1205.21,4338.0,3.599372723425793,98.8593,98.9883,98.9883,98.9883,99.9726,98.2833,34740,21.1551,0.0,0.0,0.0
440,461,1,1730835312,Shropshire,AIR2HEAT LTD,https://air2heat.co.uk,https://emoncms.org/app/view?name=MyHeatpump&readkey=5e30660c660a86db244469d3f8d3bb00,1,Panasonic Aquarea T-CAP,Air Source,12.0,R32,Cylinder with coil,200,0.0,0,1,0,0,None,50.0,,0.0,Anti-freeze valves,1,"Pure weather compensation, no room influence",Daily scheduled heat up of tank,0.0,Weekly,60,Detached,146.0,0,8.9,1983 to 2011,Some insulation in walls and loft,,,,,0,0,0,0,SDM120 Modbus/MBUS Single Phase (class 1),Axioma Qalcosonic heat meter (class 2),0,1,0,1,One Zone of existing Radiators. Open Loop with Controller as Thermostat ,1,,-4.0,0,,,0,0,,0,air2heat.png,0,0,https://youtu.be/i7L8UsQzoH4?feature=shared,0,,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,52.65233935,-2.64356407027027,440,False,1057.87,3298.85,3.1183888379479523,5337200,835.051,2506.26,32.3206,31.3729,5.54875,,43.2994,1032.62,3162.11,3.0622203714822493,1788090,2136.33,6470.240000000001,39.5252,36.0494,5.612400000000001,,41.4568,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,32.644,547,0.36895750580828895,1070.78,3387.0,3.1631147387885465,95.036,95.7407,95.7407,95.7407,100.0,0.0,0,0.0,0.0,0.0,0.0
441,463,1,1730504329,Thurso,RDI Renewables,https://rdirenewables.co.uk,https://emoncms.org/app/view?name=MyHeatpump&readkey=7e17e37b6cf8ce4b936fa3c363735323,1,Panasonic M-Series,Air Source,9.0,R290,Cylinder with coil,500,4.0,0,0,0,1,None,30.0,,0.0,Anti-freeze valves,1,"Pure weather compensation, no room influence",Automatic top up of tank if temperature drops by 6-10C,48.0,Disabled,0,Detached,300.0,0,7.0,1983 to 2011,"Fully insulated walls, floors and loft",,,,,8000,50,0,20,SDM630 Modbus/MBUS Three Phase (class 1),Axioma Qalcosonic heat meter (class 2),0,1,0,0,,1,,-4.0,0,,,0,0,,0,rdirenewables.png,0,0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,58.5947443,-3.520577,441,False,1464.05,6338.09,4.329148594651822,5853380,973.52,4251.72,29.4848,25.9105,3.7075,21.803599999999996,56.7806,1450.25,6323.33,4.3601654887088435,3692070,1424.56,6331.32,32.254,27.063499999999998,3.70895,21.7194,56.7361,933.085,4641.2,4.974037735040215,3144100,1079.09,5546.69,30.102099999999997,25.1995,3.6491799999999994,21.7243,58.920500000000004,517.168,1682.13,3.252579432602172,547970,3525.01,11383.2,45.4338,38.2492,3.86206,21.7307,51.8005,0.0,0.0,,0,,,,,,,,95.944,299,0.18389375027761737,1464.21,6468.0,4.417399143565472,96.7986,97.1002,97.1002,97.1002,100.0,96.5647,0,0.0,0.0,0.0,0.0
442,362,1,1730552857,Monmouthshire,Summit Energies,https://summitenergies.co.uk/,https://emoncms.org/app/view?name=MyHeatpump&readkey=d9e1190770ac311c62cf78ffb1f5c3ca,1,Vaillant Arotherm+,Air Source,5.0,R290,Cylinder with coil,200,0.0,1,0,0,1,None,35.0,,0.45,Anti-freeze valves,1,,Daily scheduled heat up of tank,50.0,Disabled,0,Detached,154.0,0,5.5,1940 to 1982,"Fully insulated walls, floors and loft",,,,,0,0,0,0,SDM120 Modbus/MBUS Single Phase (class 1),Axioma Qalcosonic heat meter (class 2),0,1,0,1,,1,,-3.0,0,,,0,1,,0,summitenergies.jpg,0,0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,51.7501058,-2.8333331,442,False,1136.04,3767.76,3.3165733600929546,12185700,568.488,1784.5200000000002,29.768800000000002,27.7657,6.49387,20.1016,42.6974,1115.73,3743.33,3.3550500569134107,3596570,1175.58,3909.14,38.179,34.1964,6.22139,20.1941,42.7032,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,102.609,462,0.13648785051330659,1194.65,4068.0,3.4051814338927717,88.1999,98.2095,98.2095,98.2095,43.1771,98.2375,0,0.0,0.0,0.0,0.0
444,469,1,1731346946,Feltham,VitoEnergy (Experimental),https://www.vitoenergy.co.uk/,https://emoncms.org/app/view?name=MyHeatpump&readkey=9554e078ba71841db82ff8b1e8a2dcac,1,Midea R290,Air Source,10.0,,Cylinder with plate heat exchanger,0,0.0,0,0,0,0,Low loss header,45.0,,0.0,Anti-freeze valves,1,,,0.0,Daily,0,Semi-detached,108.0,0,10.1,1900 to 1939,Solid walls,,,,,0,0,0,0,SDM120 Modbus/MBUS Single Phase (class 1),Axioma Qalcosonic heat meter (class 2),0,1,0,1,,1,,-2.0,0,,,0,1,,0,vitoenergy.png,0,0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,51.4442232,-0.410659,444,False,1249.12,3510.4,2.810298450108877,4731430,1092.46,2985.86,36.758,35.3769,6.78539,19.3289,41.1418,1227.96,3383.26,2.7551874653897523,2265280,1963.44,5403.909999999999,42.0117,39.1821,6.4502999999999995,19.3093,39.6531,2.4269,7.6668,3.1590918455643004,5250,1664.2,5257.2,39.94,37.31,11.04,20.55,38.787,5.1988,14.5571,2.8000884819573746,11570,1617.6,4529.399999999999,39.88,37.38,8.89,20.6,36.501,0.0,0.0,,0,,,,,,,,100.437,1323,1.0066301308483905,1255.07,3659.0,2.915375238034532,96.0734,96.0734,96.0734,96.0734,98.9397,96.0589,4910,4.30467,0.0,0.0,0.0
445,470,1,1730743282,"Hackney, London",Hilton Warm & Cool London,https://warmandcoollondon.co.uk/,https://emoncms.org/app/view?name=MyHeatpump&readkey=593256c44e6abb6b8c90285f46de8ea3,1,	Vaillant Arotherm+,Air Source,3.5,,Cylinder with coil,0,0.0,0,0,0,0,None,35.0,,0.0,Anti-freeze valves,1,,,0.0,Weekly,0,End-terrace,82.1,0,3.5,1940 to 1982,"Fully insulated walls, floors and loft",,,,,0,0,0,0,SDM120 Modbus/MBUS Single Phase (class 1),Sontex heat meter (class 2),0,1,0,1,,1,,-5.0,0,,,0,1,,0,warmandcoollondon.png,0,0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,51.5432402,-0.0493621,445,False,575.239,2207.65,3.837796116049155,9656890,314.683,1249.43,27.3577,26.0719,,19.4954,,556.14,2199.95,3.955748552522746,2895320,708.524,2779.01,34.046,31.475400000000004,,19.4051,,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,52.677,383,0.14277888637024963,574.989,2262.0,3.933988302384915,98.9108,99.2553,99.2553,99.2553,0.0,95.5644,0,0.0,0.0,0.0,0.0
446,126,1,1730931892,"Johnshaven, Aberdeenshire",,,https://emoncms.org/app/view?name=MyHeatpump&readkey=03eb4dc27c929e05a8c45b1a7345cb22,1,Vaillant Arotherm+,Air Source,5.0,R290,Cylinder with coil,250,2.4,0,1,0,1,None,46.0,,0.4,Anti-freeze valves,1,Weather compensation with a little room influence,Twice daily scheduled heat up of tank,44.0,Weekly,60,Detached,150.0,11025,4.59,2012 or newer,"Fully insulated walls, floors and loft",,,,,3400,90,0,10,SDM120 Modbus/MBUS Single Phase (class 1),Sontex heat meter (class 2),0,1,0,1,Standard rate electricity supply (no smart meter comms) so no winter off peak battery storage,1,,-4.4,3057,,,0,0,,0,,0,0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,56.7948936,-2.3357887,446,False,698.019,2883.96,4.131635385283209,5285390,528.529,2142.73,30.286,28.0863,4.74024,,49.3609,691.858,2871.62,4.150591595385181,3985460,628.06,2606.1,31.6585,29.0084,4.65394,,49.1565,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,45.296,653,0.444773233384859,698.232,2930.0,4.196312973338375,98.6667,98.6667,98.6667,98.6667,100.0,0.0,0,0.0,0.0,0.0,0.0
447,472,1,1732377766,Suffolk,,,https://emoncms.org/app/view?name=MyHeatpump&readkey=e64a4c88b20d1a517b69d6974b90b761,1,Daikin Altherma 3,Air Source,9.0,,Cylinder with coil,0,0.0,0,0,0,0,None,50.0,,0.0,Anti-freeze valves,1,,,0.0,Disabled,0,Detached,150.0,0,8.1,1940 to 1982,"Cavity wall, plus some loft insulation",,,,,0,0,0,0,Other electricity meter,Heat pump integration,1,1,0,1,,0,,-7.0,0,,,0,1,,0,,0,0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,52.241001350000005,1.0465716091328372,447,False,1438.13,4708.63,3.2741337709386493,5300140,1029.8,3355.74,36.1615,32.9445,6.88165,21.5651,41.1065,1420.67,4651.19,3.2739411686035456,4444830,1164.15,3801.54,36.6491,33.1553,6.71826,21.5832,40.6564,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,0.325,1126,0.7648099861513091,1438.89,4.7101,0.0032734260436864523,97.4285,97.3718,97.3718,97.3718,97.3718,97.3227,5790,1.50696,0.0,0.0,0.0
448,474,1,1730941052,Bristol,C Brookes Plumbing & Heating Ltd,https://cbrookesheating.co.uk,https://emoncms.org/app/view?name=MyHeatpump&readkey=63f94ee8c55aa116debcd0a4ed205e5b,1, Nibe S2125-12,Air Source,9.0,R290,Cylinder with coil,250,6.0,1,0,0,1,None,40.0,,0.0,Central heat pump water circulation,1,"Pure weather compensation, no room influence",Twice daily scheduled heat up of tank,50.0,Disabled,0,Detached,210.0,11210,7.84,2012 or newer,"Fully insulated walls, floors and loft",,,,,0,0,0,0,SDM120 Modbus/MBUS Single Phase (class 1),Axioma Qalcosonic heat meter (class 2),0,1,0,1,,1,,-2.18,6877,,,1,1,,0,cbrookesheating.png,0,1,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,51.4538022,-2.5972985,448,False,1173.81,4336.76,3.694601340932519,5211980,1016.45,3492.78,33.0036,29.6332,6.26864,20.2363,48.7873,1166.14,4332.86,3.7155573087279397,3301020,1357.09,4879.23,32.4413,29.2339,6.06014,20.2629,48.7432,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,228.381,366,0.2528021980130392,1175.5,4577.0,3.8936622713738833,97.2965,97.2965,97.2965,97.2965,98.8575,91.1698,12420,0.6732,0.0,0.0,0.0
449,172,1,1730979232,Liphook,Urban Plumbers,https://www.urbanplumbers.co.uk/,https://emoncms.org/app/view?name=TOTAL&readkey=923b44342df4fee43ff8360f00fda3c7,1,Vaillant Arotherm+ (Cascade),Air Source,24.0,,Cylinder with coil,0,0.0,0,0,0,0,Buffer,50.0,,0.0,Anti-freeze valves,1,,,0.0,Disabled,0,Detached,650.0,0,25.0,1900 to 1939,Some insulation in walls and loft,,,,,0,0,0,0,SDM120 Modbus/MBUS Single Phase (class 1),Axioma Qalcosonic heat meter (class 2),0,1,0,1,,1,,-3.0,0,,,0,0,,0,urbanplumbers.png,0,0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,51.0717506,-0.8002983,449,False,3173.29,13115.2,4.132997614463223,5171550,2529.58,9929.31,34.0047,27.887200000000004,6.1783600000000005,,51.67700000000001,3172.15,12924.9,4.074492063742257,4935280,2603.19,10107.0,34.161,28.0257,6.16022,,50.9191,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,81.455,266,0.1851669228761203,3175.12,13475.0,4.24393408753055,96.5432,96.5419,96.5419,96.5419,99.0591,0.0,600,0.246974,0.0,0.0,0.0
450,465,1,1736176171,Bath,,,https://emoncms.org/app/view?name=ASHP&readkey=05eac0ed512948442d42d7370a6c6f73,1,Daikin Altherma 3,Air Source,11.0,R32,Cylinder with coil,180,0.0,1,0,0,0,Don't know,50.0,,0.0,Anti-freeze valves,1,Weather compensation with a little room influence,Twice daily scheduled heat up of tank,40.0,Disabled,0,Semi-detached,102.0,10000,10.0,1900 to 1939,Solid walls,,,,,6000,0,0,15,Other electricity meter,Heat pump integration,0,1,0,1,ModeL: EDLA11DA3V3,0,,-1.7,2000,,,0,1,,0,,0,0,,0,,10.8,0.0,23.0,4.09,1.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,51.3813864,-2.3596963,450,False,860.985,3073.6,3.569864747934052,5552140,633.412,2216.43,29.9118,27.1995,7.43751,19.4268,41.9984,842.574,3057.24,3.628452812453268,2929890,1049.52,3816.47,34.0622,30.930900000000005,7.46937,19.6469,41.7881,711.844,2702.96,3.7971240889857887,2722380,957.369,3637.78,33.5665,30.4281,7.296599999999999,19.6653,42.5082,130.73,354.276,2.709982406486652,207510,2284.01,6286.610000000001,41.1045,37.842,9.08936,19.4272,37.4532,0.0,0.0,,0,,,,,,,,78.841,1064,0.6898961481518837,867.638,3077.53,3.5470207621150758,97.8984,97.4333,97.4333,97.4276,96.6674,97.4244,1590,0.636617,0.0,0.0,0.0
